"Problem","Planner","Run","Success?","Plan Length","Nodes Visited","Nodes Generated","Time (ms)"
"basketball_both","CW Cost with pruning",10,false,,1000000,11656007,2095027
"western","BFS",1,false,,1000000,38027933,6782940
"western","BFS",2,false,,1000000,38028948,6789869
"western","BFS",3,false,,1000000,38029560,6690122
"western","BFS",4,false,,1000000,37999997,6818150
"western","BFS",5,false,,1000000,38045518,6837541
"western","BFS",6,false,,1000000,37999190,6804374
"western","BFS",7,false,,1000000,37996112,6843813
"western","BFS",8,false,,1000000,38026757,6816353
"western","BFS",9,false,,1000000,37996476,5935670
"western","BFS",10,false,,1000000,39351298,5068577
"western","CW Cost with pruning",1,false,,1000000,18118483,6890707
"western","CW Cost with pruning",2,false,,1000000,18107883,6995728
"western","CW Cost with pruning",3,false,,1000000,18133479,6998850
"western","CW Cost with pruning",4,false,,1000000,18124246,6991588
"western","CW Cost with pruning",5,false,,1000000,18123637,7011312
"western","CW Cost with pruning",6,false,,1000000,18111575,6992467
"western","CW Cost with pruning",7,false,,1000000,18129314,7411309
"western","CW Cost with pruning",8,false,,1000000,18122454,7424542
"western","CW Cost with pruning",9,false,,1000000,18106888,7387386
"western","CW Cost with pruning",10,false,,1000000,18105275,7392255
"jailbreak_revenge","BFS",1,false,,1000000,14615930,134434
"jailbreak_revenge","BFS",2,false,,1000000,14598110,135216
"jailbreak_revenge","BFS",3,false,,1000000,14598080,131963
"jailbreak_revenge","BFS",4,false,,1000000,14598890,130175
"jailbreak_revenge","BFS",5,false,,1000000,14615922,130886
"jailbreak_revenge","BFS",6,false,,1000000,14599302,131491
"jailbreak_revenge","BFS",7,false,,1000000,14598861,130162
"jailbreak_revenge","BFS",8,false,,1000000,14598890,132041
"jailbreak_revenge","BFS",9,false,,1000000,14598890,133938
"jailbreak_revenge","BFS",10,false,,1000000,14598113,136254
"jailbreak_revenge","CW Cost with pruning",1,false,,1000000,10580097,1250114
"jailbreak_revenge","CW Cost with pruning",2,false,,1000000,10580663,1252994
"jailbreak_revenge","CW Cost with pruning",3,false,,1000000,10580568,1448317
"jailbreak_revenge","CW Cost with pruning",4,false,,1000000,10580802,1254214
"jailbreak_revenge","CW Cost with pruning",5,false,,1000000,10580214,1262237
"jailbreak_revenge","CW Cost with pruning",6,false,,1000000,10580893,1259684
"jailbreak_revenge","CW Cost with pruning",7,false,,1000000,10580594,1064612
"jailbreak_revenge","CW Cost with pruning",8,false,,1000000,10581009,1260742
"jailbreak_revenge","CW Cost with pruning",9,false,,1000000,10581034,1132786
"jailbreak_revenge","CW Cost with pruning",10,false,,1000000,10580465,1128540
"lovers","BFS",1,true,5,4817,94703,1893
"lovers","BFS",2,true,5,5839,119408,2153
"lovers","BFS",3,true,5,4984,99433,2134
"lovers","BFS",4,true,5,6023,124317,2372
"lovers","BFS",5,true,5,4816,94690,2001
"lovers","BFS",6,true,5,6179,128881,2418
"lovers","BFS",7,true,5,4984,99426,2095
"lovers","BFS",8,true,5,13542,324279,6752
"lovers","BFS",9,true,5,4661,90217,1900
"lovers","BFS",10,true,5,9403,206967,4078
"lovers","CW Cost with pruning",1,false,,1000000,13641310,1823879
"lovers","CW Cost with pruning",2,false,,1000000,13609646,1823339
"lovers","CW Cost with pruning",3,false,,1000000,13640113,1770940
"lovers","CW Cost with pruning",4,false,,1000000,13704533,1775971
"lovers","CW Cost with pruning",5,false,,1000000,13612482,1761235
"lovers","CW Cost with pruning",6,false,,1000000,13635447,1763408
"lovers","CW Cost with pruning",7,false,,1000000,13637230,1759495
"lovers","CW Cost with pruning",8,false,,1000000,12580029,1669751
"lovers","CW Cost with pruning",9,false,,1000000,13758045,1810868
"lovers","CW Cost with pruning",10,false,,1000000,12862111,1700337
"deerhunter_any","BFS",1,true,6,10100,81729,940
"deerhunter_any","BFS",2,true,6,10108,81848,907
"deerhunter_any","BFS",3,true,6,10100,81729,944
"deerhunter_any","BFS",4,true,6,10100,81729,976
"deerhunter_any","BFS",5,true,6,10108,81848,-191483
"deerhunter_any","BFS",6,true,6,10108,81848,937
"deerhunter_any","BFS",7,true,6,10108,81848,939
"deerhunter_any","BFS",8,true,6,10100,81729,911
"deerhunter_any","BFS",9,true,6,10100,81729,409
"deerhunter_any","BFS",10,true,6,10108,81848,1024
"deerhunter_any","CW Cost with pruning",1,true,6,749448,2141186,470476
"deerhunter_any","CW Cost with pruning",2,true,7,749456,2141214,490377
"deerhunter_any","CW Cost with pruning",3,true,6,749448,2141186,488561
"deerhunter_any","CW Cost with pruning",4,true,6,749448,2141186,485465
"deerhunter_any","CW Cost with pruning",5,true,7,749456,2141214,488398
"deerhunter_any","CW Cost with pruning",6,true,7,749456,2141214,493839
"deerhunter_any","CW Cost with pruning",7,true,7,749456,2141214,497460
"deerhunter_any","CW Cost with pruning",8,true,6,749448,2141186,497440
"deerhunter_any","CW Cost with pruning",9,true,6,749448,2141186,487036
"deerhunter_any","CW Cost with pruning",10,true,7,749456,2141214,470204
"hospital_any","BFS",1,true,4,31106,755032,12152
"hospital_any","BFS",2,true,4,31158,756042,11358
"hospital_any","BFS",3,true,4,31639,761128,11929
"hospital_any","BFS",4,true,4,31150,755796,11139
"hospital_any","BFS",5,true,4,31499,758769,10789
"hospital_any","BFS",6,true,4,31142,755576,11983
"hospital_any","BFS",7,true,4,31526,759291,11742
"hospital_any","BFS",8,true,4,31496,758937,11607
"hospital_any","BFS",9,true,4,31131,755520,11751
"hospital_any","BFS",10,true,4,31152,755866,11187
"hospital_any","CW Cost with pruning",1,false,,1000000,12089553,1858533
"hospital_any","CW Cost with pruning",2,false,,1000000,12110241,1854154
"hospital_any","CW Cost with pruning",3,false,,1000000,12095093,1856223
"hospital_any","CW Cost with pruning",4,false,,1000000,12114449,1856180
"hospital_any","CW Cost with pruning",5,false,,1000000,12099941,1855658
"hospital_any","CW Cost with pruning",6,false,,1000000,12099541,1851553
"hospital_any","CW Cost with pruning",7,false,,1000000,12110045,1835313
"hospital_any","CW Cost with pruning",8,false,,1000000,12114965,1809008
"hospital_any","CW Cost with pruning",9,false,,1000000,12099361,1690806
"hospital_any","CW Cost with pruning",10,false,,1000000,12114729,1697833
"deerhunter_both","BFS",1,false,,1000000,8051711,1372816
"deerhunter_both","BFS",2,false,,1000000,8051712,1377862
"deerhunter_both","BFS",3,false,,1000000,8051711,1376131
"deerhunter_both","BFS",4,false,,1000000,8051711,1379049
"deerhunter_both","BFS",5,false,,1000000,8051712,1378417
"deerhunter_both","BFS",6,false,,1000000,8051712,1370424
"deerhunter_both","BFS",7,false,,1000000,8051712,1257106
"deerhunter_both","BFS",8,false,,1000000,8051711,1256238
"deerhunter_both","BFS",9,false,,1000000,8051711,1253099
"deerhunter_both","BFS",10,false,,1000000,8051712,1232607
"deerhunter_both","CW Cost with pruning",1,false,,1000000,2901419,513613
"deerhunter_both","CW Cost with pruning",2,false,,1000000,2900916,516286
"deerhunter_both","CW Cost with pruning",3,false,,1000000,2901419,519266
"deerhunter_both","CW Cost with pruning",4,false,,1000000,2901419,517830
"deerhunter_both","CW Cost with pruning",5,false,,1000000,2900916,513667
"deerhunter_both","CW Cost with pruning",6,false,,1000000,2900916,516575
"deerhunter_both","CW Cost with pruning",7,false,,1000000,2900916,507468
"deerhunter_both","CW Cost with pruning",8,false,,1000000,2901419,508405
"deerhunter_both","CW Cost with pruning",9,false,,1000000,2901419,410253
"deerhunter_both","CW Cost with pruning",10,false,,1000000,2900916,371923
