"Problem","Planner","Successes","Min Plan Length","Max Plan Length","Avg. Plan Length","Plan Length Std.","Min Nodes Visited","Max Nodes Visited","Avg. Nodes Visited","Nodes Visited Std.","Min Nodes Generated","Max Nodes Generated","Avg. Nodes Generated","Nodes Generated Std.","Min Time (ms)","Max Time (ms)","Avg. Time (ms)","Time Std. (ms)"
"fantasy_any","GFS h_max",10,2,2,2.0,0.0,3,3,3.0,0.0,43,43,43.0,0.0,2,3,2.9,0.3
"fantasy_any","GFS rp",10,2,2,2.0,0.0,5,5,5.0,0.0,71,71,71.0,0.0,4,9,6.1,1.7578395831246947
"fantasy_any","GFS h+ + pruning ",10,3,3,3.0,0.0,7,7,7.0,0.0,139,139,139.0,0.0,9,12,10.8,0.8717797887081347
"fantasy_any","GFS h_max + pruning ",10,2,2,2.0,0.0,3,3,3.0,0.0,43,43,43.0,0.0,4,14,6.0,2.7202941017470885
"fantasy_any","GFS rp + pruning ",10,2,2,2.0,0.0,5,5,5.0,0.0,71,71,71.0,0.0,7,9,7.8,0.6
"space_any","BFS",10,2,2,2.0,0.0,4,4,4.0,0.0,34,34,34.0,0.0,0,2,1.0,0.4472135954999579
"space_any","BFS prune",10,2,2,2.0,0.0,4,4,4.0,0.0,33,33,33.0,0.0,1,2,1.3,0.45825756949558405
"space_any","A* h+",10,2,2,2.0,0.0,2,2,2.0,0.0,16,16,16.0,0.0,1,2,1.2,0.4
"space_any","A* h_max",10,2,2,2.0,0.0,2,2,2.0,0.0,16,16,16.0,0.0,1,2,1.1,0.3
"space_any","A* rp",10,2,3,2.3,0.45825756949558405,13,26,21.5,5.6258332716140815,82,329,245.9,108.01430460823234,4,11,8.1,2.6248809496813377
"space_any","A* h+ + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,16,16,16.0,0.0,0,2,1.0,0.4472135954999579
"space_any","A* h_max + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,16,16,16.0,0.0,1,1,1.0,0.0
"space_any","A* rp + pruning ",10,2,3,2.3,0.45825756949558405,11,22,18.1,4.72122865364515,81,337,251.2,112.11226516309445,5,34,14.0,8.07465169527454
"space_any","EFS h+",10,2,2,2.0,0.0,7,7,7.0,0.0,47,47,47.0,0.0,2,3,2.3,0.45825756949558405
"space_any","EFS h_max",10,2,2,2.0,0.0,5,5,5.0,0.0,42,42,42.0,0.0,1,2,1.6,0.48989794855663565
"space_any","EFS rp",10,2,3,2.3,0.45825756949558405,7,13,8.8,2.7495454169735045,47,84,58.1,16.955530071336607,2,4,2.6,0.9165151389911681
"space_any","EFS h+ + pruning ",10,2,2,2.0,0.0,5,5,5.0,0.0,47,47,47.0,0.0,2,4,2.2,0.6
"space_any","EFS h_max + pruning ",10,2,2,2.0,0.0,5,5,5.0,0.0,45,45,45.0,0.0,1,3,2.1,0.5385164807134504
"space_any","EFS rp + pruning ",10,2,3,2.3,0.45825756949558405,5,8,5.9,1.3747727084867523,47,79,56.6,14.66424222385869,2,192544,19257.2,57762.26667782351
"space_any","GFS h+",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,0,5,1.3,1.3453624047073711
"space_any","GFS h_max",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,1,1,1.0,0.0
"space_any","GFS rp",10,2,3,2.3,0.45825756949558405,6,21,16.5,6.87386354243376,54,113,95.3,27.037196600239454,2,5,3.9,0.8306623862918074
"space_any","GFS h+ + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,1,2,1.3,0.45825756949558405
"space_any","GFS h_max + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,0,1,0.8,0.4000000000000001
"space_any","GFS rp + pruning ",10,2,3,2.3,0.45825756949558405,6,18,14.4,5.499090833947007,56,123,102.9,30.70325715620413,4,9,7.1,1.7
"fantasy_two","BFS",10,5,5,5.0,0.0,7898,7898,7898.0,0.0,116113,116141,116115.8,8.399999999999999,2693,195705,41465.2,77062.50682634194
"fantasy_two","BFS prune",10,5,5,5.0,0.0,1242,1242,1242.0,0.0,19734,19735,19734.9,0.29999999999999993,2051,3032,2497.3,406.2469815272478
"fantasy_two","A* h+",10,6,6,6.0,0.0,796,796,796.0,0.0,13019,13020,13019.9,0.3,451,1044,792.5,257.0689596197876
"fantasy_two","A* h_max",10,5,5,5.0,0.0,1059,1059,1059.0,0.0,16720,16720,16720.0,0.0,1218,1326,1274.9,34.18903332941719
"fantasy_two","A* rp",10,5,5,5.0,0.0,2463,2534,2505.0,24.68197723035981,37758,38620,38145.4,287.2797243106446,2833,3569,3093.9,245.12137809664827
"fantasy_two","A* h+ + pruning ",10,6,6,6.0,0.0,440,453,451.7,3.8999999999999995,6619,6929,6898.0,93.0,631,738,693.2,35.15337821604063
"fantasy_two","A* h_max + pruning ",10,5,5,5.0,0.0,574,574,574.0,0.0,9458,9458,9458.0,0.0,642,1131,972.8,194.99835896745387
"fantasy_two","A* rp + pruning ",10,5,5,5.0,0.0,747,822,787.9,26.87545348454608,13414,14296,13814.3,316.7990056802578,1278,1867,1573.1,220.30635487883686
"fantasy_two","EFS h+",10,6,6,6.0,0.0,4156,4156,4156.0,0.0,29744,29749,29748.5,1.5,1576,2175,1915.9,218.11760589186744
"fantasy_two","EFS h_max",10,5,5,5.0,0.0,1970,1970,1970.0,0.0,28230,28230,28230.0,0.0,1408,2167,1792.6,300.95953216337904
"fantasy_two","EFS rp",10,5,5,5.0,0.0,14184,14439,14341.2,58.95388027941842,94185,95575,95083.2,328.07249198919436,6195,199316,25918.1,57799.68112792665
"fantasy_two","EFS h+ + pruning ",10,6,6,6.0,0.0,1299,1307,1306.2,2.4000000000000004,16424,16621,16601.3,59.09999999999999,818,1507,1294.8,257.73777371584475
"fantasy_two","EFS h_max + pruning ",10,5,5,5.0,0.0,842,842,842.0,0.0,16195,16195,16195.0,0.0,1033,1694,1414.2,216.0184251400792
"fantasy_two","EFS rp + pruning ",10,5,5,5.0,0.0,3288,3340,3295.1,15.115885683611129,39647,40314,39730.0,195.33868024536255,2968,4091,3684.1,396.649328752741
"fantasy_two","GFS h+",10,6,6,6.0,0.0,1313,1313,1313.0,0.0,18745,18745,18745.0,0.0,946,1556,1184.8,220.38729545960675
"fantasy_two","GFS h_max",10,5,5,5.0,0.0,892,892,892.0,0.0,13030,13030,13030.0,0.0,889,1111,1027.7,65.6598050560615
"fantasy_two","GFS rp",10,5,5,5.0,0.0,2132,2143,2139.2,2.8565713714171395,29174,29324,29268.1,38.10629869194856,2086,2923,2310.4,273.49193772394824
"fantasy_two","GFS h+ + pruning ",10,6,6,6.0,0.0,262,262,262.0,0.0,5033,5033,5033.0,0.0,512,637,587.2,34.443577050010354
"fantasy_two","GFS h_max + pruning ",10,5,5,5.0,0.0,464,464,464.0,0.0,8075,8075,8075.0,0.0,1010,1106,1063.1,29.595438837766878
"fantasy_two","GFS rp + pruning ",10,5,5,5.0,0.0,553,558,555.9,1.445683229480096,9659,9753,9701.9,25.02978226033938,-191538,1526,-18074.9,57821.6061839344
"space_three","BFS",10,3,3,3.0,0.0,19,20,19.3,0.45825756949558405,213,214,213.3,0.45825756949558394,5,7,5.8,0.7483314773547882
"space_three","BFS prune",10,3,3,3.0,0.0,16,16,16.0,0.0,207,207,207.0,0.0,9,12,10.5,0.9219544457292888
"space_three","A* h+",10,3,3,3.0,0.0,27,27,27.0,0.0,282,282,282.0,0.0,9,15,13.1,1.5779733838059502
"space_three","A* h_max",10,3,3,3.0,0.0,27,27,27.0,0.0,281,281,281.0,0.0,10,14,11.9,1.445683229480096
"space_three","A* rp",10,3,3,3.0,0.0,13,112,80.2,44.08809363082055,82,1765,1224.4,749.4975917239493,4,52,34.9,20.250679000961917
"space_three","A* h+ + pruning ",10,3,3,3.0,0.0,27,27,27.0,0.0,295,295,295.0,0.0,16,22,19.7,1.9519221295943134
"space_three","A* h_max + pruning ",10,3,3,3.0,0.0,27,27,27.0,0.0,294,294,294.0,0.0,18,22,19.9,1.57797338380595
"space_three","A* rp + pruning ",10,3,3,3.0,0.0,11,92,66.8,36.55078658524328,81,928,658.0,378.37203913608624,5,65,44.4,25.714587299818753
"space_three","EFS h+",10,3,3,3.0,0.0,21,21,21.0,0.0,132,132,132.0,0.0,4,7,5.7,0.7810249675906654
"space_three","EFS h_max",10,3,3,3.0,0.0,14,14,14.0,0.0,120,120,120.0,0.0,5,7,6.0,0.6324555320336759
"space_three","EFS rp",10,3,3,3.0,0.0,13,16,15.1,1.3747727084867523,84,170,144.2,39.41015097662023,4,8,6.0,1.2649110640673518
"space_three","EFS h+ + pruning ",10,3,3,3.0,0.0,14,14,14.0,0.0,126,126,126.0,0.0,6,8,7.0,0.7745966692414834
"space_three","EFS h_max + pruning ",10,3,3,3.0,0.0,14,14,14.0,0.0,122,122,122.0,0.0,6,10,7.9,1.0440306508910548
"space_three","EFS rp + pruning ",10,3,3,3.0,0.0,8,14,12.2,2.7495454169735045,79,126,111.9,21.538105766292446,4,10,7.6,2.0099751242241783
"space_three","GFS h+",10,3,3,3.0,0.0,27,27,27.0,0.0,135,135,135.0,0.0,5,8,6.1,0.8306623862918073
"space_three","GFS h_max",10,3,3,3.0,0.0,19,19,19.0,0.0,132,132,132.0,0.0,4,7,5.6,0.7999999999999999
"space_three","GFS rp",10,3,4,3.7,0.45825756949558405,6,90,64.3,38.16818046488462,54,788,555.8,328.6304307272837,2,30,18.1,10.290286682109492
"space_three","GFS h+ + pruning ",10,3,3,3.0,0.0,24,24,24.0,0.0,138,138,138.0,0.0,5,13,9.2,1.8867962264113207
"space_three","GFS h_max + pruning ",10,3,3,3.0,0.0,19,19,19.0,0.0,138,138,138.0,0.0,7,11,9.2,1.077032961426901
"space_three","GFS rp + pruning ",10,3,3,3.0,0.0,6,72,52.2,30.244999586708538,56,639,464.1,267.16416301592545,4,60,33.8,19.918835307316538
"space_four","BFS",10,5,5,5.0,0.0,119,137,125.8,6.734983296193095,1527,1758,1611.9,86.75534565662221,24,34,28.9,3.014962686336267
"space_four","BFS prune",10,5,5,5.0,0.0,83,94,87.7,4.290687590584987,1064,1204,1120.8,52.46865731081748,44,82,54.2,10.156771140475698
"space_four","A* h+",10,5,5,5.0,0.0,49,51,49.6,0.9165151389911681,442,460,447.4,8.248636250920512,15,24,19.9,2.913760456866693
"space_four","A* h_max",10,5,5,5.0,0.0,49,51,49.6,0.9165151389911681,438,456,443.4,8.248636250920512,18,33,21.9,3.986226285598949
"space_four","A* rp",10,6,6,6.0,0.0,3770,4397,3994.9,192.94012024459818,32415,39687,34887.2,2602.7814660474287,963,1244,1098.4,78.97999746771332
"space_four","A* h+ + pruning ",10,5,5,5.0,0.0,50,52,50.6,0.9165151389911681,450,470,456.0,9.16515138991168,27,97,40.5,19.30932417253385
"space_four","A* h_max + pruning ",10,5,5,5.0,0.0,50,52,50.6,0.9165151389911681,444,464,450.0,9.16515138991168,26,100,44.8,19.833305322109073
"space_four","A* rp + pruning ",10,6,6,6.0,0.0,823,921,859.9,39.30508872906916,6980,8229,7487.8,447.1625655172848,268,793,477.0,229.62447604730642
"space_four","EFS h+",10,5,5,5.0,0.0,209,214,210.5,2.29128784747792,1080,1120,1092.0,18.33030277982336,26,42,37.0,4.219004621945797
"space_four","EFS h_max",10,5,5,5.0,0.0,95,100,96.5,2.29128784747792,884,924,896.0,18.33030277982336,23,39,31.2,4.935585071701227
"space_four","EFS rp",10,6,6,6.0,0.0,1024,1026,1024.6,0.9165151389911681,5727,5738,5730.3,4.2673176586703745,146,232,183.9,30.768327871367987
"space_four","EFS h+ + pruning ",10,5,5,5.0,0.0,163,167,164.2,1.8330302779823358,947,987,959.0,18.33030277982336,40,83,50.7,11.78176557227311
"space_four","EFS h_max + pruning ",10,5,5,5.0,0.0,73,77,74.2,1.8330302779823362,806,846,818.0,18.33030277982336,33,52,40.8,6.241794613730894
"space_four","EFS rp + pruning ",10,6,6,6.0,0.0,171,171,171.0,0.0,1114,1115,1114.7,0.45825756949558405,51,77,60.8,7.011419257183243
"space_four","GFS h+",10,5,5,5.0,0.0,52,54,52.6,0.9165151389911681,304,322,309.4,8.248636250920512,12,22,16.9,3.5902646142032486
"space_four","GFS h_max",10,5,5,5.0,0.0,42,44,42.6,0.9165151389911681,300,318,305.4,8.248636250920512,14,22,17.0,2.3664319132398464
"space_four","GFS rp",10,6,6,6.0,0.0,1137,1383,1298.7,74.65795336064336,9674,10758,10402.7,289.99863792783583,342,408,379.0,24.40901472816959
"space_four","GFS h+ + pruning ",10,5,5,5.0,0.0,47,49,47.6,0.9165151389911681,302,322,308.0,9.16515138991168,26,46,32.2,5.670978751503131
"space_four","GFS h_max + pruning ",10,5,5,5.0,0.0,42,44,42.6,0.9165151389911681,302,322,308.0,9.16515138991168,21,47,29.8,8.034923770640267
"space_four","GFS rp + pruning ",10,6,6,6.0,0.0,598,656,634.6,17.112568480505782,5858,6513,6208.8,184.49921409046706,308,507,387.6,65.16471437825842
"bribery","BFS",10,2,2,2.0,0.0,8,10,9.2,0.7483314773547883,145,177,164.2,11.973303637676613,0,1,0.4,0.4898979485566357
"bribery","BFS prune",10,2,2,2.0,0.0,8,10,9.2,0.7483314773547883,139,171,158.2,11.973303637676613,1,1,1.0,0.0
"bribery","A* h+",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.3,0.45825756949558405
"bribery","A* h_max",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.3,0.45825756949558405
"bribery","A* rp",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.5,0.5
"bribery","A* h+ + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.5,0.5
"bribery","A* h_max + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.4,0.48989794855663565
"bribery","A* rp + pruning ",10,2,2,2.0,0.0,2,2,2.0,0.0,37,37,37.0,0.0,0,1,0.2,0.4000000000000001
"bribery","EFS h+",10,2,2,2.0,0.0,5743,5744,5743.3,0.45825756949558405,15047,15050,15047.9,1.374772708486752,98,146,125.8,15.6
"bribery","EFS h_max",10,2,2,2.0,0.0,600,601,600.3,0.45825756949558405,5716,5719,5716.9,1.374772708486752,28,81,47.2,13.310146505579867
"bribery","EFS rp",10,2,2,2.0,0.0,5743,5744,5743.3,0.45825756949558405,15047,15050,15047.9,1.374772708486752,137,185,159.3,14.121260566960729
"bribery","EFS h+ + pruning ",10,2,2,2.0,0.0,886,887,886.3,0.45825756949558405,6073,6074,6073.6,0.48989794855663565,97,131,113.5,11.110805551354051
"bribery","EFS h_max + pruning ",10,2,2,2.0,0.0,259,260,259.3,0.45825756949558405,3079,3080,3079.6,0.48989794855663565,32,57,44.1,9.554580053565934
"bribery","EFS rp + pruning ",10,2,2,2.0,0.0,886,887,886.3,0.45825756949558405,6073,6074,6073.6,0.48989794855663565,69,135,101.4,18.056577748842663
"bribery","GFS h+",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,1,0.4,0.48989794855663565
"bribery","GFS h_max",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,1,0.2,0.4000000000000001
"bribery","GFS rp",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,2,0.9,0.5385164807134504
"bribery","GFS h+ + pruning ",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,2,0.9,0.5385164807134504
"bribery","GFS h_max + pruning ",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,2,0.8,0.6000000000000001
"bribery","GFS rp + pruning ",10,2,2,2.0,0.0,3,3,3.0,0.0,32,32,32.0,0.0,0,1,0.8,0.4
"fantasy_all","BFS",0,,,,,1000000,1000000,1000000.0,0.0,13966544,13967965,1.39668499E7,391.23738318315145,809281,865455,851998.6,21326.109721184497
"fantasy_all","BFS prune",10,9,9,9.0,0.0,57354,57360,57357.4,1.562049935181331,866850,866938,866911.6,40.326666115611395,182605,235276,213416.2,24647.441858334914
"fantasy_all","A* h+",0,,,,,1000000,1000000,1000000.0,0.0,15093758,15094232,1.50938957E7,168.94262339622878,2415956,2597202,2526836.0,53411.667139305806
"fantasy_all","A* h_max",0,,,,,1000000,1000000,1000000.0,0.0,15504195,15504283,1.55042742E7,26.399999999999995,1477580,1544592,1497261.7,21890.638035699187
"fantasy_all","A* rp",0,,,,,1000000,1000000,1000000.0,0.0,15309696,15356048,1.53354399E7,18731.681395165786,2174641,2316739,2247598.2,39385.80088255157
"fantasy_all","A* h+ + pruning ",10,9,9,9.0,0.0,32612,32686,32639.0,25.06391828904651,481588,482457,481799.4,333.0574124681809,68083,72776,71756.4,1359.8988344726235
"fantasy_all","A* h_max + pruning ",10,9,9,9.0,0.0,10079,10083,10081.7,1.7916472867168918,205790,205847,205830.5,21.010711553871754,35750,38140,37548.2,672.141770759711
"fantasy_all","A* rp + pruning ",10,9,9,9.0,0.0,19259,21617,20219.8,577.1529779876389,388442,431899,407440.7,10599.655664690245,75494,133227,102304.8,22803.46818271291
"fantasy_all","EFS h+",0,,,,,1000000,1000000,1000000.0,0.0,9927010,9927863,9927589.7,379.59769493504564,1907324,2114366,2055595.1,63822.782009953145
"fantasy_all","EFS h_max",10,9,9,9.0,0.0,690346,690356,690349.1,3.8845849199110063,10035292,10035400,1.00353139E7,33.12838661933298,1122246,1170448,1149577.9,16159.587782180584
"fantasy_all","EFS rp",0,,,,,1000000,1000000,1000000.0,0.0,9457790,9744741,9493991.8,83791.39490520491,1202448,1474074,1337864.8,68988.15232023539
"fantasy_all","EFS h+ + pruning ",10,9,9,9.0,0.0,14153,14153,14153.0,0.0,215128,215273,215258.5,43.5,23247,28042,24202.2,1356.6913281951793
"fantasy_all","EFS h_max + pruning ",10,9,9,9.0,0.0,4522,4522,4522.0,0.0,97988,97993,97992.5,1.5,16889,20005,18801.6,1087.640951785101
"fantasy_all","EFS rp + pruning ",10,9,9,9.0,0.0,16076,16684,16356.6,169.43270050376933,252447,264123,257887.2,3425.8459334885447,-144491,242651,50231.9,86668.27493546875
"fantasy_all","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,14508306,14509018,1.45088434E7,195.00984590527733,1196416,1616166,1429967.6,96761.99938632935
"fantasy_all","GFS h_max",0,,,,,1000000,1000000,1000000.0,0.0,14965783,14965796,1.49657861E7,3.5623026261113755,1255648,1317201,1278848.4,20471.348876905988
"fantasy_all","GFS rp",0,,,,,1000000,1000000,1000000.0,0.0,14490127,14533383,1.45133643E7,17359.566602020914,1319473,1429695,1364401.3,33263.509694709006
"fantasy_all","GFS h+ + pruning ",10,9,9,9.0,0.0,12078,12392,12109.4,94.2,252551,253122,252608.1,171.3,55281,58018,56993.0,875.6501584537058
"fantasy_all","GFS h_max + pruning ",10,9,9,9.0,0.0,8547,8550,8547.3,0.9000000000000001,187972,187980,187979.2,2.3999999999999995,38045,43264,39684.3,1529.869213364332
"fantasy_all","GFS rp + pruning ",10,9,9,9.0,0.0,13407,15703,14373.2,549.7302611281282,304781,341836,321121.2,9139.851681509937,-88054,155955,115691.5,68892.8401043969
"space_two","BFS",10,3,3,3.0,0.0,19,20,19.3,0.45825756949558405,213,214,213.3,0.45825756949558394,3,4,3.6,0.48989794855663565
"space_two","BFS prune",10,3,3,3.0,0.0,16,16,16.0,0.0,207,207,207.0,0.0,7,10,9.1,0.9433981132056604
"space_two","A* h+",10,3,3,3.0,0.0,27,27,27.0,0.0,282,282,282.0,0.0,9,12,11.3,1.004987562112089
"space_two","A* h_max",10,3,3,3.0,0.0,27,27,27.0,0.0,281,281,281.0,0.0,8,12,9.9,1.7578395831246945
"space_two","A* rp",10,3,3,3.0,0.0,13,30,24.3,7.443789357578572,82,351,261.3,118.03478300907746,5,12,9.2,2.785677655436824
"space_two","A* h+ + pruning ",10,3,3,3.0,0.0,27,27,27.0,0.0,295,295,295.0,0.0,17,35,21.9,4.763402145525822
"space_two","A* h_max + pruning ",10,3,3,3.0,0.0,27,27,27.0,0.0,294,294,294.0,0.0,16,23,20.0,2.4083189157584592
"space_two","A* rp + pruning ",10,3,3,3.0,0.0,11,23,18.8,5.173006862551025,81,348,258.9,117.12339646714486,6,23,14.8,5.509990925582365
"space_two","EFS h+",10,3,3,3.0,0.0,8,8,8.0,0.0,56,56,56.0,0.0,2,3,2.7,0.45825756949558405
"space_two","EFS h_max",10,3,3,3.0,0.0,6,6,6.0,0.0,51,51,51.0,0.0,2,3,2.2,0.39999999999999997
"space_two","EFS rp",10,3,3,3.0,0.0,8,13,9.5,2.29128784747792,56,84,64.4,12.831211945876353,2,5,3.3,1.004987562112089
"space_two","EFS h+ + pruning ",10,3,3,3.0,0.0,6,6,6.0,0.0,56,56,56.0,0.0,3,4,3.5,0.5
"space_two","EFS h_max + pruning ",10,3,3,3.0,0.0,6,6,6.0,0.0,54,54,54.0,0.0,2,4,3.0,0.4472135954999579
"space_two","EFS rp + pruning ",10,3,3,3.0,0.0,6,8,6.6,0.9165151389911681,56,79,62.9,10.539924098398432,3,7,4.2,1.32664991614216
"space_two","GFS h+",10,3,3,3.0,0.0,7,7,7.0,0.0,50,50,50.0,0.0,2,3,2.5,0.5
"space_two","GFS h_max",10,3,3,3.0,0.0,7,7,7.0,0.0,50,50,50.0,0.0,2,4,2.3,0.6403124237432849
"space_two","GFS rp",10,3,3,3.0,0.0,6,25,19.3,8.706893820416097,54,135,110.7,37.118863129142305,3,13,5.9,2.6627053911388696
"space_two","GFS h+ + pruning ",10,3,3,3.0,0.0,7,7,7.0,0.0,54,54,54.0,0.0,2,4,3.1,0.5385164807134505
"space_two","GFS h_max + pruning ",10,3,3,3.0,0.0,7,7,7.0,0.0,54,54,54.0,0.0,3,4,3.3,0.45825756949558405
"space_two","GFS rp + pruning ",10,3,3,3.0,0.0,6,19,15.1,5.957348403442592,56,133,109.9,35.285832851159974,5,14,9.5,3.138470965295043
"space_all","BFS",10,6,6,6.0,0.0,890,923,899.9,14.909393012460301,12764,13262,12913.4,228.2122696088008,193,229,209.3,11.384638773364749
"space_all","BFS prune",10,6,6,6.0,0.0,453,475,459.6,10.081666528902847,5458,5821,5566.9,166.347497726897,-57,500,362.8,203.98274436824306
"space_all","A* h+",10,6,6,6.0,0.0,934,936,934.6,0.9165151389911679,9491,9501,9494.0,4.58257569495584,254,320,295.6,18.8849146145806
"space_all","A* h_max",10,6,6,6.0,0.0,916,918,916.6,0.9165151389911679,9290,9300,9293.0,4.58257569495584,-209,321,245.8,152.45969959304
"space_all","A* rp",10,6,6,6.0,0.0,3770,4397,3994.9,192.94012024459818,32415,39687,34887.2,2602.7814660474287,473,1216,1002.9,221.33795426903177
"space_all","A* h+ + pruning ",10,6,6,6.0,0.0,590,590,590.0,0.0,6019,6019,6019.0,0.0,99,604,488.9,183.60035403015976
"space_all","A* h_max + pruning ",10,6,6,6.0,0.0,583,583,583.0,0.0,5917,5917,5917.0,0.0,547,617,578.7,20.7992788336519
"space_all","A* rp + pruning ",10,6,6,6.0,0.0,823,921,859.9,39.30508872906916,6980,8229,7487.8,447.1625655172848,291,858,710.1,206.66226070572245
"space_all","EFS h+",10,6,6,6.0,0.0,1152,1154,1152.6,0.9165151389911681,6454,6464,6457.0,4.58257569495584,175,214,194.1,11.869709347747316
"space_all","EFS h_max",10,6,6,6.0,0.0,761,763,761.6,0.9165151389911679,5677,5687,5680.0,4.58257569495584,-320,194,134.6,151.65038740471454
"space_all","EFS rp",10,6,6,6.0,0.0,1024,1026,1024.6,0.9165151389911681,5727,5738,5730.3,4.2673176586703745,150,194,172.2,14.898322053170954
"space_all","EFS h+ + pruning ",10,6,6,6.0,0.0,273,273,273.0,0.0,1803,1803,1803.0,0.0,140,170,156.7,8.402975663418289
"space_all","EFS h_max + pruning ",10,6,6,6.0,0.0,167,167,167.0,0.0,1668,1668,1668.0,0.0,134,178,150.4,12.666491226855209
"space_all","EFS rp + pruning ",10,6,6,6.0,0.0,171,171,171.0,0.0,1114,1115,1114.7,0.45825756949558405,66,83,76.3,5.21632054229799
"space_all","GFS h+",10,6,6,6.0,0.0,1384,1388,1385.2,1.8330302779823358,7979,8001,7985.6,10.081666528902849,-250,274,194.6,148.64064047224772
"space_all","GFS h_max",10,6,6,6.0,0.0,1048,1052,1049.2,1.8330302779823358,7879,7901,7885.6,10.081666528902849,220,275,241.3,15.34959282847594
"space_all","GFS rp",10,6,6,6.0,0.0,1137,1383,1298.7,74.65795336064336,9674,10758,10402.7,289.99863792783583,350,444,401.8,31.018704034823894
"space_all","GFS h+ + pruning ",10,6,6,6.0,0.0,800,800,800.0,0.0,6053,6054,6053.3,0.45825756949558405,237,769,645.3,200.6659163884091
"space_all","GFS h_max + pruning ",10,6,6,6.0,0.0,681,681,681.0,0.0,5971,5972,5971.3,0.45825756949558405,683,767,730.8,22.79824554653274
"space_all","GFS rp + pruning ",10,6,6,6.0,0.0,598,656,634.6,17.112568480505782,5858,6513,6208.8,184.49921409046706,876,1019,939.2,45.70514194267424
"raiders","BFS",10,6,6,6.0,0.0,704,1008,802.2,111.68330224344193,5107,8688,6242.9,1315.9070977846422,80,150,99.7,24.37232036552942
