"Problem","Planner","Run","Success?","Plan Length","Nodes Visited","Nodes Generated","Time (ms)"
"space_any","GFS rp",7,true,3,6,54,2
"space_any","GFS rp",8,true,2,21,113,5
"space_any","GFS rp",9,true,2,21,113,4
"space_any","GFS rp",10,true,2,21,113,4
"space_any","GFS h+ + pruning ",1,true,2,2,12,1
"space_any","GFS h+ + pruning ",2,true,2,2,12,1
"space_any","GFS h+ + pruning ",3,true,2,2,12,2
"space_any","GFS h+ + pruning ",4,true,2,2,12,1
"space_any","GFS h+ + pruning ",5,true,2,2,12,2
"space_any","GFS h+ + pruning ",6,true,2,2,12,1
"space_any","GFS h+ + pruning ",7,true,2,2,12,2
"space_any","GFS h+ + pruning ",8,true,2,2,12,1
"space_any","GFS h+ + pruning ",9,true,2,2,12,1
"space_any","GFS h+ + pruning ",10,true,2,2,12,1
"space_any","GFS h_max + pruning ",1,true,2,2,12,1
"space_any","GFS h_max + pruning ",2,true,2,2,12,0
"space_any","GFS h_max + pruning ",3,true,2,2,12,1
"space_any","GFS h_max + pruning ",4,true,2,2,12,1
"space_any","GFS h_max + pruning ",5,true,2,2,12,1
"space_any","GFS h_max + pruning ",6,true,2,2,12,1
"space_any","GFS h_max + pruning ",7,true,2,2,12,1
"space_any","GFS h_max + pruning ",8,true,2,2,12,1
"space_any","GFS h_max + pruning ",9,true,2,2,12,0
"space_any","GFS h_max + pruning ",10,true,2,2,12,1
"space_any","GFS rp + pruning ",1,true,2,18,123,8
"space_any","GFS rp + pruning ",2,true,3,6,56,5
"space_any","GFS rp + pruning ",3,true,2,18,123,8
"space_any","GFS rp + pruning ",4,true,2,18,123,8
"space_any","GFS rp + pruning ",5,true,2,18,123,8
"space_any","GFS rp + pruning ",6,true,3,6,56,4
"space_any","GFS rp + pruning ",7,true,3,6,56,5
"space_any","GFS rp + pruning ",8,true,2,18,123,9
"space_any","GFS rp + pruning ",9,true,2,18,123,9
"space_any","GFS rp + pruning ",10,true,2,18,123,7
"fantasy_two","BFS",1,true,5,7898,116113,3012
"fantasy_two","BFS",2,true,5,7898,116113,3124
"fantasy_two","BFS",3,true,5,7898,116113,3003
"fantasy_two","BFS",4,true,5,7898,116113,3023
"fantasy_two","BFS",5,true,5,7898,116141,195475
"fantasy_two","BFS",6,true,5,7898,116113,2693
"fantasy_two","BFS",7,true,5,7898,116113,195705
"fantasy_two","BFS",8,true,5,7898,116113,2968
"fantasy_two","BFS",9,true,5,7898,116113,2832
"fantasy_two","BFS",10,true,5,7898,116113,2817
"fantasy_two","BFS prune",1,true,5,1242,19735,2337
"fantasy_two","BFS prune",2,true,5,1242,19735,2472
"fantasy_two","BFS prune",3,true,5,1242,19735,2913
"fantasy_two","BFS prune",4,true,5,1242,19735,2967
"fantasy_two","BFS prune",5,true,5,1242,19734,3032
"fantasy_two","BFS prune",6,true,5,1242,19735,2965
"fantasy_two","BFS prune",7,true,5,1242,19735,2051
"fantasy_two","BFS prune",8,true,5,1242,19735,2095
"fantasy_two","BFS prune",9,true,5,1242,19735,2088
"fantasy_two","BFS prune",10,true,5,1242,19735,2053
"fantasy_two","A* h+",1,true,6,796,13020,965
"fantasy_two","A* h+",2,true,6,796,13020,1044
"fantasy_two","A* h+",3,true,6,796,13020,1019
"fantasy_two","A* h+",4,true,6,796,13020,961
"fantasy_two","A* h+",5,true,6,796,13019,488
"fantasy_two","A* h+",6,true,6,796,13020,483
"fantasy_two","A* h+",7,true,6,796,13020,451
"fantasy_two","A* h+",8,true,6,796,13020,496
"fantasy_two","A* h+",9,true,6,796,13020,1035
"fantasy_two","A* h+",10,true,6,796,13020,983
"fantasy_two","A* h_max",1,true,5,1059,16720,1226
"fantasy_two","A* h_max",2,true,5,1059,16720,1287
"fantasy_two","A* h_max",3,true,5,1059,16720,1326
"fantasy_two","A* h_max",4,true,5,1059,16720,1294
"fantasy_two","A* h_max",5,true,5,1059,16720,1218
"fantasy_two","A* h_max",6,true,5,1059,16720,1242
"fantasy_two","A* h_max",7,true,5,1059,16720,1312
"fantasy_two","A* h_max",8,true,5,1059,16720,1278
"fantasy_two","A* h_max",9,true,5,1059,16720,1270
"fantasy_two","A* h_max",10,true,5,1059,16720,1296
"fantasy_two","A* rp",1,true,5,2532,38209,2955
"fantasy_two","A* rp",2,true,5,2522,38377,2962
"fantasy_two","A* rp",3,true,5,2463,37850,3004
"fantasy_two","A* rp",4,true,5,2521,38346,3176
"fantasy_two","A* rp",5,true,5,2534,38620,3028
"fantasy_two","A* rp",6,true,5,2477,37758,2833
"fantasy_two","A* rp",7,true,5,2517,38291,2883
"fantasy_two","A* rp",8,true,5,2483,37842,2992
"fantasy_two","A* rp",9,true,5,2481,37813,3537
"fantasy_two","A* rp",10,true,5,2520,38348,3569
"fantasy_two","A* h+ + pruning ",1,true,6,453,6929,648
"fantasy_two","A* h+ + pruning ",2,true,6,453,6929,683
"fantasy_two","A* h+ + pruning ",3,true,6,453,6929,664
"fantasy_two","A* h+ + pruning ",4,true,6,453,6929,731
"fantasy_two","A* h+ + pruning ",5,true,6,440,6619,631
"fantasy_two","A* h+ + pruning ",6,true,6,453,6929,738
"fantasy_two","A* h+ + pruning ",7,true,6,453,6929,703
"fantasy_two","A* h+ + pruning ",8,true,6,453,6929,686
"fantasy_two","A* h+ + pruning ",9,true,6,453,6929,722
"fantasy_two","A* h+ + pruning ",10,true,6,453,6929,726
"fantasy_two","A* h_max + pruning ",1,true,5,574,9458,1066
"fantasy_two","A* h_max + pruning ",2,true,5,574,9458,1101
"fantasy_two","A* h_max + pruning ",3,true,5,574,9458,1054
"fantasy_two","A* h_max + pruning ",4,true,5,574,9458,1114
"fantasy_two","A* h_max + pruning ",5,true,5,574,9458,1131
"fantasy_two","A* h_max + pruning ",6,true,5,574,9458,1124
"fantasy_two","A* h_max + pruning ",7,true,5,574,9458,1102
"fantasy_two","A* h_max + pruning ",8,true,5,574,9458,732
"fantasy_two","A* h_max + pruning ",9,true,5,574,9458,642
"fantasy_two","A* h_max + pruning ",10,true,5,574,9458,662
"fantasy_two","A* rp + pruning ",1,true,5,822,14065,1307
"fantasy_two","A* rp + pruning ",2,true,5,806,14054,1357
"fantasy_two","A* rp + pruning ",3,true,5,747,13469,1278
"fantasy_two","A* rp + pruning ",4,true,5,804,13967,1342
"fantasy_two","A* rp + pruning ",5,true,5,816,14296,1867
"fantasy_two","A* rp + pruning ",6,true,5,757,13414,1806
"fantasy_two","A* rp + pruning ",7,true,5,801,13938,1803
"fantasy_two","A* rp + pruning ",8,true,5,760,13443,1744
"fantasy_two","A* rp + pruning ",9,true,5,760,13443,1640
"fantasy_two","A* rp + pruning ",10,true,5,806,14054,1587
"fantasy_two","EFS h+",1,true,6,4156,29749,2175
"fantasy_two","EFS h+",2,true,6,4156,29749,2153
"fantasy_two","EFS h+",3,true,6,4156,29749,1983
"fantasy_two","EFS h+",4,true,6,4156,29749,1961
"fantasy_two","EFS h+",5,true,6,4156,29744,2056
"fantasy_two","EFS h+",6,true,6,4156,29749,2029
"fantasy_two","EFS h+",7,true,6,4156,29749,2008
"fantasy_two","EFS h+",8,true,6,4156,29749,1586
"fantasy_two","EFS h+",9,true,6,4156,29749,1576
"fantasy_two","EFS h+",10,true,6,4156,29749,1632
"fantasy_two","EFS h_max",1,true,5,1970,28230,1408
"fantasy_two","EFS h_max",2,true,5,1970,28230,1467
"fantasy_two","EFS h_max",3,true,5,1970,28230,1452
"fantasy_two","EFS h_max",4,true,5,1970,28230,1409
"fantasy_two","EFS h_max",5,true,5,1970,28230,2108
"fantasy_two","EFS h_max",6,true,5,1970,28230,1953
"fantasy_two","EFS h_max",7,true,5,1970,28230,2067
"fantasy_two","EFS h_max",8,true,5,1970,28230,1950
"fantasy_two","EFS h_max",9,true,5,1970,28230,2167
"fantasy_two","EFS h_max",10,true,5,1970,28230,1945
"fantasy_two","EFS rp",1,true,5,14184,94185,6674
"fantasy_two","EFS rp",2,true,5,14348,95123,6454
"fantasy_two","EFS rp",3,true,5,14351,95168,6718
"fantasy_two","EFS rp",4,true,5,14352,95178,6962
"fantasy_two","EFS rp",5,true,5,14439,95575,6640
"fantasy_two","EFS rp",6,true,5,14345,95087,6844
